hallmark,set_size,NES,pvalue,p.adjust,gene_set
DNA_REPAIR,148,2.32659547431513,0.00183150183150183,0.00440063369125154,ZWINT/RAD51/PCNA/FEN1/TYMS/CANT1/ARL6IP1/TMED2/RFC2/CETN2/RPA3/HPRT1/NME1/POLR2D/RFC4/SEC61A1/CSTF3/PRIM1/UMPS/POLA2/POLB/SAC3D1/RFC5/POLR2K/NCBP2/ALYREF/RAE1/DDB1/BOLA2/CCNO/RALA/RFC3/LIG1/POLR2G/POLH/MPC2/COX17/NME4/TAF6/POLA1/CMPK2/DAD1/SUPT4H1/ZNF707/CLP1/STX3/PDE6G/ITPA/POLR2J/RRM2B/NT5C3A/RBX1/POLR3C/DGUOK/TSG101/SSRP1/TAF12/ZNRD1/ERCC2/ERCC4/POLD1/EDF1/POLR2H/TAF13/GTF2H3/TP53/NELFCD/GTF2H5/GTF2A2/POLR1C/POLR2I/ADRM1/NUDT9/POLD3/VPS37D/DCTN4/MRPL40/SF3A3/RPA2
G2M_CHECKPOINT,190,3.30305126954771,0.00193798449612403,0.00440063369125154,NEK2/KIF4A/TPX2/UBE2C/CENPF/NUSAP1/BUB1/CDK1/CKS2/HMMR/EXO1/KIF11/AURKA/PBK/TOP2A/CCNB2/KIF2C/PTTG1/NDC80/BIRC5/LMNB1/MYBL2/MKI67/KIF23/CDC20/PLK1/CENPE/TTK/KIF15/CCNF/CDC45/AURKB/RACGAP1/RAD54L/TROAP/PRC1/MAD2L1/HMGB3/ESPL1/CDC6/CCNA2/KPNA2/TACC3/E2F1/POLQ/CDKN3/CENPA/MCM2/E2F2/STIL/SQLE/GINS2/HNRNPU/PLK4/SMC4/CDC25A/ORC6/KIF22/EZH2/STMN1/CHEK1/UBE2S/BRCA2/DBF4/PRIM2/BUB3/HOXC10/HMGA1/SLC7A5/MCM3/TRAIP/KIF20B/MCM6/SNRPD1/CDC7/TOP1/POLA2/ODF2/DTYMK/CHAF1A/GSPT1/BARD1/TLE3/CBX1/SMARCC1/RAD21/TMPO/INCENP/FBXO5/HMGN2/LIG3/SMC2/CKS1B/HSPA8/KPNB1/SMC1A/DKC1/NOLC1/RBL1/SUV39H1/CCND1/E2F3/TFDP1/SLC38A1/ORC5/NUP50/CDK4/NCL/XPO1/SRSF1
OXIDATIVE_PHOSPHORYLATION,184,1.98310427832361,0.0019723865877712,0.00440063369125154,ATP6AP1/COX6C/TIMM17A/ATP6V0B/ATP6V1G1/IDH2/VDAC1/AIFM1/SDHC/MRPS30/MTX2/FH/ATP6V1D/HSD17B10/MRPL35/ATP6V1F/NDUFA7/GOT2/MRPL15/NDUFB3/COX6A1/SLC25A5/MRPS12/COX6B1/BAX/TIMM10/NDUFB4/HSPA9/COX17/NDUFAB1/IMMT/UQCR10/NDUFS2/TOMM22/UQCRQ/CYCS/NDUFA8/ATP6V1H/NDUFB2/NDUFC2/LRPPRC/VDAC3/COX7A2L/MDH2/NDUFS3/NDUFV2/HCCS/NDUFA1/NDUFS6/COX8A/NDUFA9/CYC1/COX7A2/NDUFA3/ATP6V1C1/NDUFA5/ATP1B1/NDUFA2/COX7B/AFG3L2/UQCRC1/NDUFB6/ECI1/NDUFC1/ATP6V0C/TIMM13/COX5A/MRPL11/OPA1/NDUFB5/NDUFS8/MRPS11/UQCRH/TIMM50/ATP6V0E1/GPI/TIMM8B/NDUFA6/PRDX3/NDUFA4/OAT/LDHA/PDHX/COX7C
GLYCOLYSIS,198,2.21828132579108,0.00197628458498024,0.00440063369125154,KIF20A/CDK1/HMMR/AURKA/DEPDC1/POLR3K/CENPA/ALG1/FKBP4/BPNT1/STMN1/COPB2/SDC1/TSTA3/CASP6/CHPF/PKM/GALE/EFNA3/CLN6/COG2/CHST6/PPIA/COL5A1/GNPDA1/SDHC/TXN/FUT8/SRD5A3/CHPF2/PSMC4/GOT1/PMM2/KDELR3/P4HA2/TFF3/VCAN/BIK/HAX1/AKR1A1/GOT2/PGK1/PDK3/TPI1/ALDOA/CHST1/P4HA1/FAM162A/HSPA5/SLC25A10/CLDN9/QSOX1/HDLBP/PAXIP1/GPC4/ARTN/B4GALT1/RPE/MIF/IER3/CXCR4/EGLN3/MDH2/AGRN/SLC35A3/TPBG/B3GALT6/CLDN3/PGM2/PGAM1/PLOD1/SLC16A3/NANP/XYLT2/SPAG4/B4GALT2/B4GALT4/GLCE/GFPT1/IL13RA1/LHX9/ECD/LCT/KIF2A/SOD1/ME2/MIOX/AGL/SAP30/CD44/PRPS1/GMPPA/ISG20/GUSB/HS2ST1/ENO1/G6PD/LDHA/TALDO1/DSC2/GMPPB/SLC37A4/HS6ST2/MED24/B3GAT3/NDST3/PGLS/MPI/SLC25A13
INTERFERON_GAMMA_RESPONSE,198,1.82205422590375,0.00197628458498024,0.00440063369125154,CXCL10/CXCL11/VAMP8/ADAR/FCGR1A/ISG15/CXCL9/CASP3/CFB/TRIM14/IFI30/PTPN6/OASL/OAS3/STAT1/OAS2/TAPBP/TRIM26/TOR1B/RSAD2/RIPK2/PSME2/UBE2L6/TAP1/CD86/PSME1/MYD88/DDX58/IFIH1/MX1/MTHFD2/PSMB2/BPGM/IL2RB/IFIT1/CCL5/TRAFD1/IDO1/CCL7/USP18/PSMA2/IFIT2/CMPK2/GZMA/LGALS3BP/GPR18/IRF9/ITGB7/DDX60/BATF2/EIF2AK2/HLA-DQA1/BST2/ZBP1/IRF7/SP110/IFI35/HELZ2/RNF213/IRF5/PTPN1/IFI27/EPSTI1/LY6E/IFIT3/NUP93/NMI/SLAMF7/PSMB8/PSMB10/PNPT1/RTP4/PARP12/PSMA3/ISOC1/SECTM1/HLA-A/PSMB9/CD74/HERC6/GCH1/PARP14/ZNFX1/ISG20/IRF1/HLA-B/TDRD7/HLA-DRB1/LAP3/CASP8/TRIM21/HLA-G/SAMD9L
MITOTIC_SPINDLE,198,2.03401760925121,0.00197628458498024,0.00440063369125154,NEK2/KIF4A/TPX2/CENPF/NUSAP1/BUB1/CDK1/KIF11/AURKA/DLGAP5/TOP2A/ANLN/CCNB2/KIF2C/NDC80/BIRC5/LMNB1/KIF23/PLK1/CENPE/TTK/KIF15/RACGAP1/PRC1/ECT2/ESPL1/EZR/SMC4/KIF22/BRCA2/SHROOM2/CKAP5/ARF6/KIF20B/STAU1/SAC3D1/INCENP/FBXO5/ARFGEF1/SMC1A/MAPRE1/ARL8A/KIF3B/CDC42/CD2AP/CEP250/SASS6/RHOF/FGD6/KIFAP3/KNTC1/LRPPRC/PIF1/FLNB/DYNLL2/CAPZB/PREX1/RANBP9/FARP1/ARFIP2/PPP4R2/YWHAE/ALMS1/KIF3C/KPTN/TLK1/CEP72/SHROOM1/TIAM1/WASL/NET1/MARCKS
E2F_TARGETS,195,3.34207886526029,0.00198807157057654,0.00440063369125154,KIF4A/ASF1B/UBE2T/SPC25/CDK1/CKS2/HMMR/MELK/AURKA/RRM2/DLGAP5/TOP2A/CCNB2/KIF2C/PTTG1/BIRC5/CDCA8/BUB1B/TK1/LMNB1/GINS1/MYBL2/MKI67/CDC20/DEPDC1/PLK1/CENPE/SPC24/CENPM/KIF18B/AURKB/RACGAP1/E2F8/MAD2L1/HMGB3/SPAG5/ESPL1/TRIP13/KPNA2/TACC3/RNASEH2A/PCNA/CDKN3/MCM2/DIAPH3/RAD51AP1/MCM4/PLK4/SMC4/TIMELESS/CDC25A/CIT/ATAD2/ORC6/KIF22/DCTPP1/EZH2/STMN1/PAICS/CHEK1/HELLS/CDCA3/UBE2S/BRCA2/GINS4/RFC2/RPA3/CCNE1/NME1/PRIM2/CSE1L/TUBB/HMGA1/BRCA1/CDKN2A/MCM3/DSCC1/MCM6/TUBG1/TCF19/RAD1/POLA2/MSH2/RAN/GSPT1/BARD1/NCAPD2/RAD21/TMPO/RBBP7/NBN/SNRPB/PRKDC/UBR7/CKS1B/DNMT1/SMC1A/TIPIN/DCK/NOLC1/POP7/CHEK2/SUV39H1/RFC3/SLBP/CTPS1/LIG1/MTHFD2/TFRC/DCLRE1B/POLD2/PRDX4/CDK4/XPO1/SRSF1/ASF1A/UNG/PA2G4/ANP32E/HMGB2/USP1/RAD51C/CBX5/MCM5/SMC6/RANBP1
ESTROGEN_RESPONSE_LATE,197,2.25926455460795,0.00198807157057654,0.00440063369125154,KIF20A/TOP2A/CDC20/CDC6/RNASEH2A/PLAC1/STIL/GINS2/PLK4/FKBP4/LSR/COX6C/SLC9A3R1/TSTA3/SIAH2/ANXA9/HPRT1/NMU/RET/FAM102A/TSPAN13/GALE/LLGL2/SLC7A5/CD9/IDH2/SORD/PTPN6/DNAJC1/MAPK13/AGR2/TJP3/PKP3/ASCL1/ST14/OPN3/DNAJC12/PRLR/CA12/TFF3/ABCA3/SLC1A4/RAB31/TFF1/KRT19/MDK/FRK/CCND1/DHCR7/EMP2/XBP1/ABHD2/UGDH/CLIC3/CELSR2/MICB/ARL3/SFN/BATF/FGFR3/FLNB/TPBG/TH/AMFR/SLC27A2/ST6GALNAC2/CDH1/PRSS23/CACNA2D2/MYB/FARP1/SCUBE2/GLA/OVOL2/GJB3/CHST8/TMPRSS3/SULT2B1/NPY1R/PPIF/SERPINA3/MAPT/TIAM1/SERPINA5/CA2/S100A9/CD44
MTORC1_SIGNALING,195,2.76026280876679,0.00198807157057654,0.00440063369125154,BUB1/AURKA/RRM2/PLK1/CCNF/MCM2/MCM4/SQLE/CDC25A/CALR/RPN1/TMEM97/SLC9A3R1/PSMD14/HPRT1/HSPA4/TRIB3/CACYBP/PRDX1/IFI30/SLC7A5/CD9/SORD/STIP1/PPIA/ACTR2/TUBG1/GMPS/YKT6/EBP/CYP51A1/HSPE1/CCT6A/PSMC4/SERP1/PSPH/GOT1/GAPDH/GSR/RDH11/SSR1/UCHL5/DHCR24/ATP6V1D/SLC1A4/PSMD12/SHMT2/PSMB5/CANX/SLC2A1/PGK1/PSMA4/TPI1/ALDOA/GSK3B/DHCR7/PSMC2/SLC7A11/FDXR/HSPD1/P4HA1/HMGCR/HSPA5/ACTR3/XBP1/TCEA1/MTHFD2/TFRC/FADS2/PSME3/HSPA9/HSP90B1/EEF1E1/PNO1/IMMT/CXCR4/EGLN3/ARPC5L/UNG/TOMM40/DHFR/CORO1A/M6PR/DAPP1/COPS5/NUP205/ACSL3/HMBS/PDAP1/RIT1/GLA/ITGB2/ABCF2/SDF2L1/PSMG1/SRD5A1/PSMA3/SYTL2/EIF2S2/MLLT11/PSMD13/HMGCS1/EDEM1
ESTROGEN_RESPONSE_EARLY,196,2.1208107938376,0.00199600798403194,0.00440063369125154,ISG20L2/FKBP4/CANT1/SLC9A3R1/SIAH2/ANXA9/SLC37A1/PMAIP1/RET/FAM102A/KRT8/KRT18/MUC1/SLC7A5/CLDN7/SLC39A6/CELSR1/TJP3/MYBL1/OPN3/RRP12/RASGRP1/CA12/TFF3/TTC39A/ABCA3/SLC1A4/RHOD/RAB31/TFF1/MREG/SLC2A1/KRT19/FRK/CCND1/DHCR7/XBP1/LAD1/ABHD2/TBC1D30/MSMB/SNX24/B4GALT1/CLIC3/CELSR2/ABAT/MICB/ARL3/SFN/SLC1A1/ELOVL2/ESRP2/KCNK15/FCMR/TGIF2/ASB13/FLNB/TPBG/P2RY2/REEP1/AMFR/SLC27A2/UGCG/RARA/PRSS23/MLPH/MYB/KDM4B/FARP1/GLA/OVOL2/IGF1R/TMPRSS3/SULT2B1/ADCY1/SYT12/NPY1R/PPIF/MAPT/TIAM1/AQP3/GFRA1/AR/THSD4/CD44/RAB17/GJA1/BAG1/GREB1/ZNF185/SLC7A2/SCNN1A/RBBP8/DYNLT3/PGR/TMEM164/NXT1/BLVRB/MED24/RAPGEFL1/TOB1/SOX3/STC2/WWC1/ADCY9/SLC16A1/NRIP1/DHRS2/SLC22A5/PTGES
ALLOGRAFT_REJECTION,194,1.95875213251818,0.00201207243460765,0.00440063369125154,INHBA/CCL11/TPD52/CXCL9/MRPL3/CD80/NME1/BRCA1/CDKN2A/PTPN6/MMP9/CAPG/STAT1/CXCR3/TAPBP/UBE2N/LTB/CSK/TRAF2/RIPK2/CCR5/TAP1/CD86/LY86/GALNT1/IL12B/CD2/F2R/IL2RB/ITGAL/TIMP1/IL18/CCL5/MTIF2/IL11/CXCL13/GPR65/IGSF6/NPM1/THY1/CCL7/CD3D/GZMA/CARTPT/IL2RG/IL12RB1/FASLG/EIF5A/CRTAM/HLA-DQA1/CD3E/LCK/CD3G/IRF7/EIF3J/CCL22/GCNT1/ITGB2/PSMB10/HLA-DRA/SIT1/IFNG/GLMN/MAP4K1/GZMB/CD79A/HLA-A/CD8B/CD74/BCL10/TNF/IL2RA/CTSS/CD4/CD8A/ABCE1/AKT1/C2/PTPRC/CCR2/DEGS1/TRAT1/CCR1/ICOSLG/TLR6
MYC_TARGETS_V1,194,3.09102960887723,0.00201207243460765,0.00440063369125154,CDC20/CDC45/MAD2L1/CCT3/CCNA2/KPNA2/PCNA/MCM2/MCM4/TYMS/HNRNPU/CSTF2/HNRNPC/CBX3/HDGF/SET/ILF2/PSMD14/GLO1/HPRT1/ERH/NME1/BUB3/RRM1/RFC4/PRPS2/POLE3/VDAC1/SNRPD3/PPIA/MCM6/SRPK1/SNRPD1/CCT5/RUVBL2/FAM120A/RAN/HSPE1/SNRPG/GSPT1/PPM1G/PSMC4/SMARCC1/NCBP2/PSMB3/MRPL9/PTGES3/ACP1/CCT2/NCBP1/TRIM28/KPNB1/VBP1/NOLC1/CCT7/SNRPB2/CANX/STARD7/GOT2/PGK1/PSMA4/TUFM/HSP90AB1/HSPD1/SSBP1/PSMD1/CLNS1A/TFDP1/CTPS1/PSMA6/PSMB2/NHP2/POLD2/PRDX4/CDK4/NDUFAB1/LSM2/HDAC2/AIMP2/PSMD3/EIF4E/NPM1/XPO1/TXNL4A/SRSF1/PSMA2/VDAC3/PA2G4/PABPC1/RAD23B/RNPS1/USP1/MCM5/EIF4G2/C1QBP/RANBP1/COPS5/UBE2E1/SNRPD2/CYC1/CCT4/XPOT/HNRNPR/PHB/EIF3J/APEX1/YWHAQ/UBE2L3/YWHAE/MRPS18B/MCM7/EIF2S2/NOP56/XRCC6/G3BP1/SYNCRIP/CAD/COX5A
HYPOXIA,191,-1.64272310433533,0.00202429149797571,0.00440063369125154,KDM3A/SLC25A1/HAS1/ENO3/PPARGC1A/SLC2A5/MT1E/FOXO3/TNFAIP3/PRKCA/RRAGD/DDIT4/CHST2/CSRP2/TIPARP/SCARB1/TKTL1/IGFBP1/CITED2/NDST2/S100A4/BNIP3L/VLDLR/MXI1/BTG1/CDKN1A/MT2A/VEGFA/ETS1/BRS3/ALDOB/FOS/PGM1/GCK/EGFR/CHST3/ALDOC/IDS/PIM1/FOSL2/DDIT3/RBPJ/PHKG1/GPC3/ATF3/IGFBP3/KLF7/IRS2/IL6/UGP2/PNRC1/RORA/ACKR3/NR3C1/ERRFI1/DCN/ANKZF1/F3/JUN/PPP1R15A/KLF6/NFIL3/ANGPTL4/PFKFB3/DUSP1/ZFP36/SLC2A3/GBE1/PCK1/ADM/MAFF/PLIN2/CDKN1C/AKAP12/WSB1/CAV1/SRPX/PYGM
UV_RESPONSE_UP,154,1.5921684122205,0.0036697247706422,0.00764525993883792,FEN1/HNRNPU/FKBP4/NAT1/RPN1/CASP3/BAK1/CCNE1/LHX2/RET/PPAT/EPCAM/MAPK8IP2/PPT1/RFC4/STIP1/POLE3/DNAJA1/YKT6/GGH/COL2A1/RASGRP1/ATP6V1F/TAP1/TMBIM6/SPR/MARK2/ALDOA/KCNH2/TFRC/HSPA13/EIF2S3/AP2S1/CYB5R1/CHRNA5/CTSV/E2F5/CNP/CLCN2/TACR3/HSPA2/ATP6V1C1/PDAP1/NKX2-5/PSMC3/PPP1R2/CDC5L/PPIF/POLR2H/MMP14/AQP3/CA2/GCH1/BCL2L11/SIGMAR1/HMOX1/IGFBP2/NPTXR/IRF1/PRKCD
XENOBIOTIC_METABOLISM,198,-1.50781125907406,0.00401606425702811,0.00803212851405622,FAS/ITIH1/CYP1A2/SLC22A1/PTGDS/ANGPTL3/IGFBP1/REG1A/FABP1/TPST1/CYP2E1/MT2A/PMM1/ITIH4/ENPEP/FBLN1/PLG/TNFRSF1A/PINK1/AKR1C2/ETFDH/CSAD/IL1R1/UPP1/ABHD6/EPHA2/PC/RETSAT/CES1/HSD11B1/ARG1/AKR1C3/CRP/IGF1/ADH1C/ALDH2/PEMT/CYP17A1/PROS1/NDRG2/MAOA/CYP1A1/GCKR/ADH5/ETS2/AOX1/F10/CD36/RBP4/ABCD2/CAT/SLC12A4/CDO1/LCAT/PDK4/GABARAPL1/ATOH8
PEROXISOME,104,1.42931538695639,0.0159857904085258,0.0307419046317803,TOP2A/PEX11B/CRABP2/CDK7/PRDX1/IDH2/CLN6/PEX13/MSH2/SLC35B2/SMARCC1/GNPAT/RDH11/SLC25A17/DHCR24/DIO1/NUDT19/YWHAH/FABP6/IDE/CTPS1/SLC25A19/ABCD3/CACNA1B/PABPC1/PEX2/FDPS/SLC27A2/ISOC1/SULT2B1/HSD3B7/BCL10/SOD1/CADM1/UGT2B17/ABCC5/PRDX5/CRABP1/SERPINA6/CRAT/ABCB9
KRAS_SIGNALING_UP,195,-1.33752566954696,0.026026026026026,0.0481963444926408,IGFBP3/IL33/NGF/CFH/NRP1/TNFRSF1B/PLVAP/HSD11B1/TFPI/PTBP2/ENG/ARG1/ABCB1/BMP2/EMP1/ADGRA2/CDADC1/HBEGF/PPP1R15A/ALDH1A2/ANGPTL4/CIDEA/TMEM100/SPARCL1/MTMR10/MMD/TSPAN7/PECAM1/GYPC/KLF4/RBP4/ADGRL4/G0S2/FLT4/AKAP12/GNG11/SPRY2
