"Name","Biotype","Oncotype","Degree","log2FC","Initscore","knode","rank"
"A2M","#","#",9,-2.20842042337668,0.0868777874636428,10.0384606300058,203
"ABCA4","#","#",2,2.23400442340976,0.0119885873939471,-0.0914308648249052,402
"ACKR1","#","#",2,-2.85563263984303,0.0180314118743809,6.29914156644703,294
"ACKR2","#","#",3,2.4155704072162,0.0254944179616133,8.95550620936933,259
"ACTA1","#","#",26,-2.48992446696281,0.304929920124601,9.75502654828941,218
"ACTC1","#","#",4,-5.07205148276638,0.0888823574149468,8.05664980145331,271
"ACTG2","#","#",1,-4.14587031306254,0.0104228391167478,-0.0715389557841058,390
"ACTN2","#","#",7,-4.39028939097746,0.139644346915435,10.8907581054297,61
"ACTN3","#","#",4,-2.21831906135417,0.0334003066301163,9.73504238321649,219
"ADAMTS5","#","#",2,-2.01018091105347,0.00981280745988353,10.1517948103208,192
"ADCY5","#","#",2,-3.52934387683637,0.0245805334361491,10.7614626021613,102
"ADCYAP1","#","#",5,-2.6462951455062,0.0545832531445472,10.410746587047,160
"ADCYAP1R1","#","#",3,-3.36753896658771,0.0393754937310984,10.7344142129929,111
"ADRA1D","#","#",1,-3.11129641437394,0.00539431216402678,10.8746619666338,70
"ADRA2A","#","#",2,-2.03797085963516,0.0100829525034322,10.4314723689152,157
"ADRB3","#","#",1,-3.97887206654222,0.00961114728424652,10.988502147613,23
"AGTR1","#","#",2,-3.69121096144187,0.0261540372694255,10.7463731747247,106
"AKAP12","#","#",2,-2.49717597461489,0.0145468681317501,6.29162228784451,297
"AKAP6","#","#",4,-3.76946114024866,0.0635574940909937,11.0087268013981,17
"AKT3","#","#",6,-2.01977236959366,0.0491743079410393,9.69691994682468,220
"AMBP","#","#",2,2.07665433030619,0.0104589930649438,10.1878545023302,187
"ANK2","#","#",4,-2.718101867505,0.0431170463020591,10.9205150708886,44
"ANXA6","#","#",2,-2.26107493978138,0.0122517388640766,10.8548950573511,76
"AOC1","#","#",2,2.6843739654699,0.0163666127506756,10.5785558328881,138
"AOC3","#","#",1,-3.48825298801966,0.0072265024918377,10.8992585449064,57
"APBB1","#","#",4,-2.29635588241164,0.0349174926271323,10.9982042785786,20
"AQP2","#","#",2,-2.63161062956014,0.0158537023494485,10.7885088624009,94
"ASB2","#","#",2,-3.55659669606023,0.0248454570654394,11.0012724374659,18
"ASF1B","#","#",2,2.551916384092,0.0150789975906656,6.29277056720321,296
"ASPM","#","#",1,2.62264703265747,0.00301924104585298,6.26674688202758,346
"ATF3","#","#",4,-2.70618471961927,0.0428853540105025,8.61850487816706,268
"ATP2B4","#","#",1,-2.03615741930539,0.00016861932422421,-0.11000853975672,433
"AURKA","O14965","Oncogene",23,2.705888749724,0.292766104751746,8.98461363207586,255
"AURKB","#","#",24,2.63717255386804,0.297902175442282,9.04241681463516,251
"BDKRB1","#","#",3,-2.09083802030347,0.0207593510067579,10.6852472814648,122
"BIN1","#","#",4,-2.32088832080068,0.0353944504464302,11.136225812413,2
"BIRC5","#","#",9,2.3966917967133,0.0951135926468602,10.3029020101867,170
"BLM","#","#",9,2.15399112339922,0.0844968141753045,10.2460085122115,182
"BOC","#","#",2,-2.72133355586686,0.0167258955369671,-0.155502603714244,449
"BRCA2","P51587","TS",6,2.00899748735022,0.0488600812675718,11.2065417786778,1
"BRIP1","#","#",3,2.28604950046857,0.0236058161768199,10.9028980904531,54
"BUB1","#","#",9,2.13778065917044,0.0837876982701528,10.6029151962775,136
"BUB1B","O60566","TS",11,2.42223901373031,0.119777632779062,11.0948020426268,5
"CACNA1C","#","#",5,-3.24620787686303,0.0691625758141612,11.0286953178829,11
"CACNA1H","#","#",3,-3.94474101808333,0.0477919328374514,10.8774010498661,69
"CACNB2","#","#",2,-3.7368805935657,0.0265979900433098,10.7782727522644,97
"CACNG4","#","#",1,2.93901987169661,0.00455696527244885,6.27006512904287,331
"CALD1","#","#",2,-3.14414526118366,0.0208360322005858,6.30519364188779,293
"CAMK2A","#","#",16,-3.89172078243336,0.292922083790949,9.34159589615813,234
"CAMK2N2","#","#",1,3.45460958267244,0.00706297935367979,6.2754728436392,323
"CCDC80","#","#",1,-2.20832474715914,0.00100543537920873,6.2624013013785,366
"CCL14","#","#",1,-3.56410678060381,0.00759518842230531,10.061220502685,201
"CCL18","#","#",1,2.30368812654533,0.00146894728894651,8.99593703087834,254
"CCL2","#","#",6,-2.76515258052958,0.0709117468159264,10.914121426686,49
"CCNA1","#","#",11,2.19176899063521,0.107455485498557,9.19073491187167,244
"CCNA2","#","#",12,2.17651844676684,0.117219037629267,9.39414482153044,230
"CCNB1","#","#",26,2.37069941166535,0.28986315058418,9.21096268688064,243
"CCNB2","#","#",2,2.51131450520934,0.0146843082551791,10.9784646659256,27
"CCNE1","#","#",8,2.41084665561423,0.0840149127016858,9.46058387468624,228
"CCNE2","#","#",1,2.79223548294406,0.00384352251498465,10.7875710909928,95
"CCR3","#","#",3,2.22186079843021,0.0226698522442215,9.18162718675217,245
"CDC20","#","#",14,2.91312638926738,0.188500657949609,10.2460858752042,181
"CDC25A","#","#",11,2.10457275938602,0.102793513458426,9.48802409701919,227
"CDC25C","#","#",8,2.52462007375029,0.0884388611529319,10.9181498143442,46
"CDC45","#","#",6,2.6362238086454,0.0671518116084601,10.9767118415794,28
"CDC6","#","#",11,2.49103809806051,0.123455995971358,6.52663672160367,274
"CDCA2","#","#",1,2.48635162810189,0.00235677979856218,6.26531736038867,357
"CDCA5","#","#",2,2.36466547051402,0.0132587385119434,6.28884263971756,306
